"header__reqNo","header__resultCode","header__resultMsg","body__items__item__desertionNo","body__items__item__filename","body__items__item__happenDt","body__items__item__happenPlace","body__items__item__kindCd","body__items__item__colorCd","body__items__item__age","body__items__item__weight","body__items__item__noticeNo","body__items__item__noticeSdt","body__items__item__noticeEdt","body__items__item__popfile","body__items__item__processState","body__items__item__sexCd","body__items__item__neuterYn","body__items__item__specialMark","body__items__item__careNm","body__items__item__careTel","body__items__item__careAddr","body__items__item__orgNm","body__items__item__chargeNm","body__items__item__officetel","body__items__item__noticeComment","body__numOfRows","body__pageNo","body__totalCount"
"","","","427344202100604","http://www.animal.go.kr/files/shelter/2021/12/202201010901912_s.jpg","20211231","현충로72 자동차 랜드 앞","[고양이] 한국 고양이","노랑","2020(년생)","5.5(Kg)","대구-남구-2022-00001","20220101","20220111","http://www.animal.go.kr/files/shelter/2021/12/202201010901912.jpg","종료(자연사)","F","Y","교통사고, 의식없음","대구유기동물보호협회","053-964-6258","대구광역시 동구 금강로 151-13 (금강동) ","대구광역시 남구","","053-664-2644","","","",""
"","","","427342202100725","http://www.animal.go.kr/files/shelter/2021/12/20220101090197_s.jpg","20211231","봉무동 명인족발 앞","[개] 믹스견","갈색+검정","2018(년생)","6(Kg)","대구-동구-2022-00001","20220101","20220111","http://www.animal.go.kr/files/shelter/2021/12/20220101090197.jpg","종료(반환)","M","N","검정목줄, 기력 없음","대구유기동물보호센터","053-964-6258","대구광역시 동구 금강로 151-13 (금강동) ","대구광역시 동구","박우희","053-662-2654","","","",""
"","","","448567202101344","http://www.animal.go.kr/files/shelter/2021/12/202112311412279_s.jpg","20211231","의창구 북면 감계 힐스테이트 114동 부근","[개] 라브라도 리트리버","갈색","2015(년생)","25(Kg)","경남-창원1-2021-00721","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412279.jpg","종료(반환)","M","N","K-12-1-38 갈색. 내장칩동물등록:이름;가을","창원유기동물보호소","055-225-5481","경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과","경상남도 창원시 의창성산구","창원시의창성산구","055-225-5701","","","",""
"","","","448548202100578","http://www.animal.go.kr/files/shelter/2021/12/202112311512105_s.jpg","20211231","합천읍","[개] 믹스견","갈색","2018(년생)","8(Kg)","경남-합천-2021-00431","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512105.jpg","종료(안락사)","F","N","온순함 . 폐가에서 발견 ","태민동물병원","010-2868-2108","경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원","경상남도 합천군","정주연","055-930-3565","","","",""
"","","","448548202100577","http://www.animal.go.kr/files/shelter/2021/12/202112311512303_s.jpg","20211231","용주면","[개] 믹스견","흰색 검은색 ","2017(년생)","17(Kg)","경남-합천-2021-00430","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512303.jpg","종료(입양)","F","N","도로길에서 유기 ","태민동물병원","010-2868-2108","경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원","경상남도 합천군","정주연","055-930-3565","","","",""
"","","","448548202100576","http://www.animal.go.kr/files/shelter/2021/12/202112311512635_s.jpg","20211231","용주면","[개] 믹스견","갈색 ","2018(년생)","10(Kg)","경남-합천-2021-00429","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512635.jpg","종료(입양)","F","N","도로길에서 유기 ","태민동물병원","010-2868-2108","경상남도 합천군 합천읍 옥산로 16 (합천읍, 까치빌라) 태민동물병원","경상남도 합천군","정주연","055-930-3565","","","",""
"","","","448546202100461","http://www.animal.go.kr/files/shelter/2021/12/202112311712153_s.jpg","20211231","안의면 당본리","[개] 믹스견","흰색, 노란색","2014(년생)","15(Kg)","경남-함양-2021-00248","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712153.jpg","종료(안락사)","F","N","암컷, 흰색과 노란색이 섞여져있음, 온순함, 약 15kg 추정, 성견 추정","함양군위탁보호소","055-960-8143","경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터) ","경상남도 함양군","","055-960-8140","","","",""
"","","","448546202100460","http://www.animal.go.kr/files/shelter/2021/12/202112311712657_s[1].jpg","20211231","수동면 사근산성길","[개] 믹스견","검정색, 흰색","2018(년생)","20(Kg)","경남-함양-2021-00247","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712657.jpg","종료(반환)","F","N","검정색과 흰색이 섞여있음, 암컷, 약 20kg 추정, 온순함","함양군위탁보호소","055-960-8143","경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터) ","경상남도 함양군","","055-960-8140","","","",""
"","","","448544202100399","http://www.animal.go.kr/files/shelter/2021/12/202112311512748_s.jpg","20211231","하동군 금성면 하동소방서","[개] 믹스견","흰색","2021(년생)","1.7(Kg)","경남-하동-2021-00305","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512748.jpg","종료(입양)","F","N","순함","하동군유기동물보호소","055-880-2677","경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소","경상남도 하동군","하동군","055-880-2677","","","",""
"","","","448544202100398","http://www.animal.go.kr/files/shelter/2021/12/202112311512882_s.jpg","20211231","하동군 금성면 하동소방서","[개] 믹스견","연한갈색","2021(년생)","1.9(Kg)","경남-하동-2021-00304","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512882.jpg","종료(안락사)","F","N","순함","하동군유기동물보호소","055-880-2677","경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소","경상남도 하동군","하동군","055-880-2677","","","",""
"","","","448544202100397","http://www.animal.go.kr/files/shelter/2021/12/20211231151205_s.jpg","20211231","하동군 금성면 하동소방서","[개] 믹스견","연한갈색","2021(년생)","1.7(Kg)","경남-하동-2021-00303","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231151205.jpg","종료(입양)","M","N","순함","하동군유기동물보호소","055-880-2677","경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소","경상남도 하동군","하동군","055-880-2677","","","",""
"","","","448544202100396","http://www.animal.go.kr/files/shelter/2021/12/202112311512150_s.jpg","20211231","하동군 금성면 하동소방서","[개] 믹스견","흰색","2021(년생)","1.8(Kg)","경남-하동-2021-00302","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512150.jpg","종료(자연사)","M","N","순함","하동군유기동물보호소","055-880-2677","경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소","경상남도 하동군","하동군","055-880-2677","","","",""
"","","","448544202100395","http://www.animal.go.kr/files/shelter/2021/12/202112311512998_s.jpg","20211231","하동군 진교면 관곡길35","[개] 믹스견","갈색","2021(년생)","1.7(Kg)","경남-하동-2021-00301","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512998.jpg","종료(자연사)","F","N","순함","하동군유기동물보호소","055-880-2677","경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소","경상남도 하동군","하동군","055-880-2677","","","",""
"","","","448544202100394","http://www.animal.go.kr/files/shelter/2021/12/202112311512211_s.jpg","20211231","하동군 진교면 관곡길35","[개] 믹스견","갈색","2021(년생)","1.9(Kg)","경남-하동-2021-00300","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512211.jpg","종료(자연사)","M","N","순함","하동군유기동물보호소","055-880-2677","경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소","경상남도 하동군","하동군","055-880-2677","","","",""
"","","","448544202100393","http://www.animal.go.kr/files/shelter/2021/12/202112311512190_s.jpg","20211231","하동군 진교면 관곡길35","[개] 믹스견","갈색","2021(년생)","1.7(Kg)","경남-하동-2021-00299","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512190.jpg","종료(자연사)","M","N","순함","하동군유기동물보호소","055-880-2677","경상남도 하동군 적량면 한옥정길 90 (적량면) 유기동물보호소","경상남도 하동군","하동군","055-880-2677","","","",""
"","","","448543202100356","http://www.animal.go.kr/files/shelter/2021/12/202112311712108_s.jpg","20211231","경상남도 남해군 이동면 용소리 1289-13","[개] 믹스견","검은색, 연한 갈색","2018(년생)","7.5(Kg)","경남-남해-2021-00359","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712108.jpeg","종료(자연사)","M","N","야생들개, 경계심이 있는 편","남해군유기동물보호소","055-862-5041","경상남도 남해군 이동면 무림로 33-13 (이동면) ","경상남도 남해군","남해군","055-860-3974","","","",""
"","","","448539202100207","http://www.animal.go.kr/files/shelter/2021/12/20211231171202_s.jpg","20211231","의령읍 의병로15길 6(엄마손식당)","[개] 믹스견","흰색,갈색 믹스","2020(년생)","4(Kg)","경남-의령-2021-00193","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231171202.jpg","종료(자연사)","M","U","사람잘따름, 발 절뚝거림","만하농장","055-570-4202","경상남도 의령군 의령읍 남강로 485-75  ","경상남도 의령군","의령군","055-570-4202","","","",""
"","","","448538202100640","http://www.animal.go.kr/files/shelter/2021/12/202112311612712_s[1].jpg","20211231","공원로233","[개] 믹스견","갈색","2021(년생)","3.9(Kg)","경남-양산-2021-00216","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612712.jpg","종료(자연사)","M","U","갈색 생후3개월추정","양산시 동물보호센터","055-392-5669","경상남도 양산시 동면 석산리 392 양산시농업기술센터","경상남도 양산시","양산시","055-392-5663","","","",""
"","","","448538202100639","http://www.animal.go.kr/files/shelter/2021/12/202112311612594_s.jpg","20211231","공원로233","[개] 믹스견","흰색","2021(년생)","2.7(Kg)","경남-양산-2021-00215","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311612594.jpg","보호중","F","U","흰색 생후3개월추정","양산시 동물보호센터","055-392-5669","경상남도 양산시 동면 석산리 392 양산시농업기술센터","경상남도 양산시","양산시","055-392-5663","","","",""
"","","","448531202101225","http://www.animal.go.kr/files/shelter/2021/12/202112311712382[1]_s.jpg","20211231","진주시 초전동 자연드림","[개] 스피츠","흰색","2019(년생)","3.8(Kg)","경남-진주-2021-00662","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311712382[1].jpg","종료(입양)","M","N","순함,사람좋아함,포메라니안+스피츠믹스","진주시유기동물보호소","055-749-6134","경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ","경상남도 진주시","진주시청","055-749-6204","","","",""
"","","","448528202101164","http://www.animal.go.kr/files/shelter/2021/12/202112311012183_s.jpg","20211231","양덕동 한일2차아파트 앞","[개] 믹스견","흰색","2019(년생)","20(Kg)","경남-창원2-2021-00387","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012183.jpg","종료(반환)","M","N","순함, 주인분과 연락 됨","마산유기동물보호소","055-225-5481","경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19","경상남도 창원시 마산합포회원구","창원시마산합포회원구","055-225-5701","","","",""
"","","","447525202100516","http://www.animal.go.kr/files/shelter/2021/12/202112311212293_s.jpg","20211231","울진읍 대흥2길 26","[개] 믹스견","연갈색","2020(년생)","5.50(Kg)","경북-울진-2021-00455","20211231","20220107","http://www.animal.go.kr/files/shelter/2021/12/202112311212293.png","종료(입양)","F","N","온순하고 친화적","울진군동물보호센터","054-789-6795","경상북도 울진군 울진읍 대흥신림로 916-37  ","경상북도 울진군","울진군","054-789-6793","","","",""
"","","","447523202100450","http://www.animal.go.kr/files/shelter/2021/12/202112311012942_s.jpg","20211231","지보면 도화리","[개] 믹스견","검정, 흰색","2021(년생)","2.5(Kg)","경북-예천-2021-00370","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311012942.jpg","종료(입양)","F","N","보더콜리 닮은 외모, 심장사상충 음성, 어색한듯 하지만 조화로운 얼굴 무늬, 방정피우지 않는 양반개","예천군유기동물보호소","054-650-8167","경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ","경상북도 예천군","예천군","054-650-8167","","","",""
"","","","447520202100297","http://www.animal.go.kr/files/shelter/2021/12/202112311412624_s.jpg","20211231","운수면 법리","[개] 믹스견","흰색,갈색","2019(년생)","4(Kg)","경북-고령-2021-00221","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412624.jpg","종료(입양)","M","N","운수초등학교에서 포획(유기견)","고령군 임시보호소","010-8589-9575","경상북도 고령군 운수면 하법길 37 (운수면) ","경상북도 고령군","고령군","054-950-7472","","","",""
"","","","447520202100296","http://www.animal.go.kr/files/shelter/2021/12/202112311412828_s.jpg","20211231","운수면 법리","[개] 믹스견","황색","2021(년생)","2(Kg)","경북-고령-2021-00220","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412828.jpg","종료(입양)","F","N","자견(이유 완료)","고령군 임시보호소","010-8589-9575","경상북도 고령군 운수면 하법길 37 (운수면) ","경상북도 고령군","고령군","054-950-7472","","","",""
"","","","447520202100295","http://www.animal.go.kr/files/shelter/2021/12/202112311412819_s.jpg","20211231","운수면 법리","[개] 믹스견","황색","2021(년생)","2(Kg)","경북-고령-2021-00219","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412819.jpg","종료(자연사)","M","N","자견(이유 완료)","고령군 임시보호소","010-8589-9575","경상북도 고령군 운수면 하법길 37 (운수면) ","경상북도 고령군","고령군","054-950-7472","","","",""
"","","","447520202100294","http://www.animal.go.kr/files/shelter/2021/12/202112311412747_s.jpg","20211231","운수면 법리","[개] 믹스견","황색","2021(년생)","2(Kg)","경북-고령-2021-00218","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412747.jpg","종료(자연사)","F","N","자견(이유 완료)","고령군 임시보호소","010-8589-9575","경상북도 고령군 운수면 하법길 37 (운수면) ","경상북도 고령군","고령군","054-950-7472","","","",""
"","","","447520202100293","http://www.animal.go.kr/files/shelter/2021/12/202112311412937_s.jpg","20211231","운수면 법리","[개] 믹스견","황색","2021(년생)","2(Kg)","경북-고령-2021-00217","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412937.jpg","종료(자연사)","M","N","자견(이유 완료)","고령군 임시보호소","010-8589-9575","경상북도 고령군 운수면 하법길 37 (운수면) ","경상북도 고령군","고령군","054-950-7472","","","",""
"","","","447520202100292","http://www.animal.go.kr/files/shelter/2021/12/202112311412500_s.jpg","20211231","운수면 법리 ","[개] 믹스견","황색","2021(년생)","2(Kg)","경북-고령-2021-00216","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412500.jpg","종료(자연사)","M","N","이유 완료(자견)","고령군 임시보호소","010-8589-9575","경상북도 고령군 운수면 하법길 37 (운수면) ","경상북도 고령군","고령군","054-950-7472","","","",""
"","","","447520202100291","http://www.animal.go.kr/files/shelter/2021/12/202112311412462_s.jpg","20211231","운수면 법리","[개] 믹스견","황색","2019(년생)","7(Kg)","경북-고령-2021-00215","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412462.jpg","종료(입양)","F","N","새끼개 5마리 포유중이며 겁이 많음","고령군 임시보호소","010-8589-9575","경상북도 고령군 운수면 하법길 37 (운수면) ","경상북도 고령군","고령군","054-950-7472","","","",""
"","","","447513202101393","http://www.animal.go.kr/files/shelter/2021/12/202112312012518_s.jpg","20211231","가일리","[개] 믹스견","연갈색, 크림색","2021(년생)","2.90(Kg)","경북-경산-2021-00931","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312012518.jpg","보호중","M","N","생후 80일령 추정, 인근 공장 옆 야산에서 구조","경산시유기동물보호소","010-2536-0955","경상북도 경산시 용성면 사양지길 95 (용성면) ","경상북도 경산시","김홍근","053-810-6744","","","",""
"","","","447513202101392","http://www.animal.go.kr/files/shelter/2021/12/20211231201293_s.jpg","20211231","가일리","[개] 믹스견","크림색, 연갈색","2021(년생)","2.80(Kg)","경북-경산-2021-00930","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231201293.jpg","종료(자연사)","M","N","생후 80일령 추정, 인근 공장 옆 야산에서 구조","경산시유기동물보호소","010-2536-0955","경상북도 경산시 용성면 사양지길 95 (용성면) ","경상북도 경산시","김홍근","053-810-6744","","","",""
"","","","447513202101391","http://www.animal.go.kr/files/shelter/2021/12/202112312012751_s.jpg","20211231","가일리","[개] 믹스견","검정색","2021(년생)","2.04(Kg)","경북-경산-2021-00929","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312012751.jpg","종료(자연사)","F","N","생후 80일령 추정, 인근 공장 옆 야산에서 구조","경산시유기동물보호소","010-2536-0955","경상북도 경산시 용성면 사양지길 95 (용성면) ","경상북도 경산시","김홍근","053-810-6744","","","",""
"","","","447513202101390","http://www.animal.go.kr/files/shelter/2021/12/202112312012585_s.jpg","20211231","가일리","[개] 믹스견","연갈색, 블랙마스크","2021(년생)","2.76(Kg)","경북-경산-2021-00928","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312012585.jpg","종료(자연사)","M","N","생후 80일령 추정, 인근 공장 옆 야산에서 구조","경산시유기동물보호소","010-2536-0955","경상북도 경산시 용성면 사양지길 95 (용성면) ","경상북도 경산시","김홍근","053-810-6744","","","",""
"","","","447513202101389","http://www.animal.go.kr/files/shelter/2021/12/202112312012248_s.jpg","20211231","가일리","[개] 믹스견","연갈색, 블랙마스크","2021(년생)","1.86(Kg)","경북-경산-2021-00927","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312012248.jpg","보호중","M","N","생후 80일령 추정, 인근 공장 옆 야산에서 구조","경산시유기동물보호소","010-2536-0955","경상북도 경산시 용성면 사양지길 95 (용성면) ","경상북도 경산시","김홍근","053-810-6744","","","",""
"","","","447513202101388","http://www.animal.go.kr/files/shelter/2021/12/202112312012317_s.jpg","20211231","가일리","[개] 믹스견","흰색","2021(년생)","2.32(Kg)","경북-경산-2021-00926","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312012317.jpg","종료(자연사)","F","N","생후 80일령 추정, 인근 공장 옆 야산에서 구조","경산시유기동물보호소","010-2536-0955","경상북도 경산시 용성면 사양지길 95 (용성면) ","경상북도 경산시","김홍근","053-810-6744","","","",""
"","","","447513202101387","http://www.animal.go.kr/files/shelter/2021/12/202112311512456_s.jpg","20211231","가일리","[개] 믹스견","흰색","2021(년생)","1.82(Kg)","경북-경산-2021-00925","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512456.jpg","종료(입양)","F","N","생후 80일령 추정, 인근 공장 옆 야산에서 구조","경산시유기동물보호소","010-2536-0955","경상북도 경산시 용성면 사양지길 95 (용성면) ","경상북도 경산시","김홍근","053-810-6744","","","",""
"","","","447513202101386","http://www.animal.go.kr/files/shelter/2022/04/202204131004397_s.jpg","20211231","가일리","[개] 믹스견","검정색","2021(년생)","8.58(Kg)","경북-경산-2021-00924","20211231","20220110","http://www.animal.go.kr/files/shelter/2022/04/202204131004397.jpg","보호중","F","N","구조당시 생후 80일령 추정, 인근 공장 옆 야산에서 구조, 4월13일 사진, 체중갱신(2.16→8.58kg)","경산시유기동물보호소","010-2536-0955","경상북도 경산시 용성면 사양지길 95 (용성면) ","경상북도 경산시","김홍근","053-810-6744","","","",""
"","","","447508202100585","http://www.animal.go.kr/files/shelter/2021/12/202112311412154_s.jpg","20211231","고아읍 오로6길41-7 부근","[개] 웰시 코기 카디건","흰 갈색","2019(년생)","8.1(Kg)","경북-구미-2021-00588","20211231","20220112","http://www.animal.go.kr/files/shelter/2021/12/202112311412154.jpg","종료(안락사)","M","N","순하고 잘따름 관리가 잘됨 검은색 목띠 목줄","구미시 동물보호센터","054-471-5718","경상북도 구미시 해평면 낙동대로 2206  ","경상북도 구미시","백창훈","054-480-5842","","","",""
"","","","447508202100584","http://www.animal.go.kr/files/shelter/2021/12/202112311412616_s.jpg","20211231","고아읍 오로6길41-7 부근","[개] 말티즈","흰색","2019(년생)","4.5(Kg)","경북-구미-2021-00587","20211231","20220112","http://www.animal.go.kr/files/shelter/2021/12/202112311412616.jpg","종료(안락사)","F","N","순하고 잘따름 관리가 잘됨 분홍색 목띠 목줄","구미시 동물보호센터","054-471-5718","경상북도 구미시 해평면 낙동대로 2206  ","경상북도 구미시","백창훈","054-480-5842","","","",""
"","","","447505202101457","http://www.animal.go.kr/files/shelter/2021/12/20211231171291_s.jpg","20211231","경주시 서면 고속도로 안전지대","[개] 믹스견","갈색","2018(년생)","5(Kg)","경북-경주-2021-01261","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/20211231171291.jpg","종료(반환)","M","N","까칠함","경주동물사랑보호센터","010-3841-6303","경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터","경상북도 경주시","경주시","054-760-2883","","","",""
"","","","447505202101449","http://www.animal.go.kr/files/shelter/2021/12/202112310912277_s.jpg","20211231","경주시 원효로114 1층","[고양이] 믹스묘","삼색이","2021(년생)","0.7(Kg)","경북-경주-2021-01260","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112310912277.jpg","종료(입양)","F","N","온순 , 귀여움","경주동물사랑보호센터","010-3841-6303","경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터","경상북도 경주시","경주시","054-760-2883","","","",""
"","","","447502202102520","http://www.animal.go.kr/files/shelter/2021/12/202112311512339_s.jpg","20211231","경상북도 포항시 북구 흥해읍 용금길11번길 43","[개] 믹스견","황백흑","2021(년생)","2.5(Kg)","경북-포항-2021-01468","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512339.jpg","종료(안락사)","M","N","1.5개월,중대형아가,오리지널(?)시고르자브종,로트와일러무늬의 벌써부터 잘생긴왕자,머즐에살이많아모찌함","영일동물플러스","054-262-8295","경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ","경상북도 포항시","이형석","054-270-3368","","","",""
"","","","447502202102519","http://www.animal.go.kr/files/shelter/2021/12/202112311512434_s.jpg","20211231","경상북도 포항시 북구 흥해읍 용금길11번길 43","[개] 믹스견","황백흑","2021(년생)","2.2(Kg)","경북-포항-2021-01467","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512434.jpg","종료(안락사)","F","N","1.5개월,중대형아가,오리지널(?)시고르자브종,쿨내나는여교사가될거같은지적인관상(?),교육해주실가족구함!","영일동물플러스","054-262-8295","경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ","경상북도 포항시","이형석","054-270-3368","","","",""
"","","","447502202102518","http://www.animal.go.kr/files/shelter/2021/12/202112311512199_s.jpg","20211231","경상북도 포항시 북구 흥해읍 용금길11번길 43","[개] 믹스견","황백흑","2021(년생)","2(Kg)","경북-포항-2021-01466","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512199.jpg","종료(안락사)","F","N","1.5개월,중대형아가,오리지널(?)시고르자브종,자연산의두꺼운쌍커플,퍼그의쪼글?해질듯한느낌나는공쥬","영일동물플러스","054-262-8295","경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ","경상북도 포항시","이형석","054-270-3368","","","",""
"","","","447502202102517","http://www.animal.go.kr/files/shelter/2021/12/202112311512540_s.jpg","20211231","경상북도 포항시 북구 흥해읍 용금길11번길 43","[개] 믹스견","황백흑","2021(년생)","2.3(Kg)","경북-포항-2021-01465","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512540.jpg","종료(안락사)","M","N","1.5개월,중대형아가,오리지널(?)시고르자브종,똘망한 눈과 반대되는 멍뭉미 넘치는 표정이 미소가 절로나옴","영일동물플러스","054-262-8295","경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ","경상북도 포항시","이형석","054-270-3368","","","",""
"","","","447502202102516","http://www.animal.go.kr/files/shelter/2021/12/202112311512927[1]_s.jpg","20211231","경상북도 포항시 북구 흥해읍 용금길11번길 43","[개] 믹스견","흑황백","2021(년생)","1.7(Kg)","경북-포항-2021-01464","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311512927[1].jpg","종료(자연사)","F","N","1.5개월,중대형아가,오리지널(?)시고르자브종,코 반쯤없음,가장 작고 힘에서 밀리지만 씩씩한 공주","영일동물플러스","054-262-8295","경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ","경상북도 포항시","이형석","054-270-3368","","","",""
"","","","447502202102515","http://www.animal.go.kr/files/shelter/2021/12/202112311412689_s.jpg","20211231","경상북도 포항시 북구 흥해읍 양백리 산1","[개] 믹스견","황백흑","2021(년생)","5(Kg)","경북-포항-2021-01463","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412689.jpg","종료(안락사)","F","N","3개월,수로에빠져홀딱젖어추위에 떨고있었음,2마리남매같이입소,엄청겁많고소심,특~대형견 아기,약간입질","영일동물플러스","054-262-8295","경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ","경상북도 포항시","이형석","054-270-3368","","","",""
"","","","447502202102514","http://www.animal.go.kr/files/shelter/2021/12/202112311412490_s.jpg","20211231","경상북도 포항시 북구 흥해읍 양백리 산1","[개] 믹스견","황 백","2021(년생)","5(Kg)","경북-포항-2021-01462","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311412490.jpg","종료(안락사)","M","N","3개월,수로에 빠져 홀딱 젖어 추위에 떨고 있었음,2마리 남매같이 입소,엄청 겁많고 소심,특~대형견 아기","영일동물플러스","054-262-8295","경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ","경상북도 포항시","이형석","054-270-3368","","","",""
"","","","446501202100283","http://www.animal.go.kr/files/shelter/2021/12/202112312212594_s.jpg","20211231","지도읍","[고양이] 한국 고양이","흰고등어색","2021(년생)","1(Kg)","전남-신안-2021-00282","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312212594.jpg","종료(입양)","M","U","경계, 지붕위에서 배회,호흡기","신안군유기동물보호소","010-9678-9966","전라남도 무안군 삼향읍 석매길 21-5 (삼향읍) ","전라남도 신안군","신안군","061-240-8346","","","",""
"","","","446501202100282","http://www.animal.go.kr/files/shelter/2021/12/202112312212323_s.jpg","20211231","임자면","[개] 믹스견","흰색","2020(년생)","16(Kg)","전남-신안-2021-00281","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112312212323.jpg","종료(자연사)","M","U","심하게 경계, 목줄조임으로 크고 깊은상처","신안군유기동물보호소","010-9678-9966","전라남도 무안군 삼향읍 석매길 21-5 (삼향읍) ","전라남도 신안군","신안군","061-240-8346","","","",""
"","","","446499202100281","http://www.animal.go.kr/files/shelter/2021/12/202112311312879_s.jpg","20211231","군외면 남선리","[개] 믹스견","흰색 ","2016(년생)","8(Kg)","전남-완도-2021-00300","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311312879.jpg","종료(안락사)","F","N","진도 믹스 ","유기동물임시보호센터","061-550-5741","전라남도 완도군 신지면 신지로6번길 23-89 (신지면) ","전라남도 완도군","완도군","061-550-5741","","","",""
"","","","446499202100280","http://www.animal.go.kr/files/shelter/2021/12/202112311112140_s.jpg","20211231","군외면 남선리","[개] 믹스견","흰색","2015(년생)","15(Kg)","전남-완도-2021-00299","20211231","20220110","http://www.animal.go.kr/files/shelter/2021/12/202112311112140.jpg","종료(반환)","M","N","흰색 진도 믹스 ","유기동물임시보호센터","061-550-5741","전라남도 완도군 신지면 신지로6번길 23-89 (신지면) ","전라남도 완도군","완도군","061-550-5741","","","",""
